chr	start	end	peak	int_effect	int_qval	SocvSol	priority_gene	fly_protein	fly_Name	fly_Symbol	all_genes	fly_protein_all	fly_Name_all	fly_Symbol_all
LALB_chr_21	4417007	4418944	LALB_chr_21,Parent=peak18068	-0.474634958	0.040065415	social	LALB_v3.1_10426	NP_523552.1	Tetraspanin 33B	Tsp33B	LALB_v3.1_10426	NP_523552.1	Tetraspanin 33B	Tsp33B
LALB_chr_22	199387	199931	LALB_chr_22,Parent=peak18172	0.781618292	0.02150034	solitary	LALB_v3.1_10476	NA	NA	NA	LALB_v3.1_10476,LALB_v3.1_10477,LALB_v3.1_10478	NA	NA	NA
LALB_chr_22	223236	224025	LALB_chr_22,Parent=peak18176	0.809779671	0.010361669	solitary	LALB_v3.1_10479	NA	NA	NA	LALB_v3.1_10479	NA	NA	NA
LALB_chr_22	282210	282977	LALB_chr_22,Parent=peak18177	-0.748950975	0.022137556	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_22	779718	780700	LALB_chr_22,Parent=peak18205	1.077292278	0.004938807	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_22	1096041	1097279	LALB_chr_22,Parent=peak18235	-0.653148876	0.037139029	social	LALB_v3.1_10483	NA	NA	NA	LALB_v3.1_10483	NA	NA	NA
LALB_chr_22	2277209	2278166	LALB_chr_22,Parent=peak18318	-0.867946087	0.030721111	social	LALB_v3.1_10499	NA	NA	NA	LALB_v3.1_10499	NA	NA	NA
LALB_chr_22	2878684	2880139	LALB_chr_22,Parent=peak18386	0.796293258	0.023159027	solitary	LALB_v3.1_10523	NA	NA	NA	LALB_v3.1_10523,LALB_v3.1_10524	NP_573142.1	Nuclear envelope integral membrane protein	Nemp
LALB_chr_22	3185445	3186464	LALB_chr_22,Parent=peak18416	0.569430897	0.037623367	solitary	LALB_v3.1_10541	NA	NA	NA	LALB_v3.1_10541	NA	NA	NA
LALB_chr_22	3629058	3629955	LALB_chr_22,Parent=peak18451	-0.981199268	0.024169327	social	LALB_v3.1_10544	NP_477082.1	Chip	Chi	LALB_v3.1_10544	NP_477082.1	Chip	Chi
LALB_chr_22	3977638	3978200	LALB_chr_22,Parent=peak18500	-1.095667725	0.024726757	social	LALB_v3.1_10546	NA	NA	NA	LALB_v3.1_10546	NA	NA	NA
LALB_chr_22	4010414	4012030	LALB_chr_22,Parent=peak18506	0.46568897	0.026245355	solitary	LALB_v3.1_10546	NA	NA	NA	LALB_v3.1_10546	NA	NA	NA
LALB_chr_22	4029486	4031563	LALB_chr_22,Parent=peak18510	-0.900191728	0.045601755	social	LALB_v3.1_10546	NA	NA	NA	LALB_v3.1_10546	NA	NA	NA
LALB_chr_22	4145330	4149221	LALB_chr_22,Parent=peak18531	0.726480327	0.014407924	solitary	LALB_v3.1_10546	NA	NA	NA	LALB_v3.1_10546	NA	NA	NA
LALB_chr_22	5047743	5049340	LALB_chr_22,Parent=peak18630	0.468089797	0.046593479	solitary	LALB_v3.1_10610,LALB_v3.1_10611	NP_649777.1	uncharacterized protein	CG9630	LALB_v3.1_10610,LALB_v3.1_10611,LALB_v3.1_10612	NP_649777.1,NP_611215.1	uncharacterized protein,Testin	CG9630,Tes
LALB_chr_22	5127323	5129682	LALB_chr_22,Parent=peak18646	-1.0001337	0.048111705	social	LALB_v3.1_10617	NA	NA	NA	LALB_v3.1_10617,LALB_v3.1_10618	NA	NA	NA
LALB_chr_23	166050	166727	LALB_chr_23,Parent=peak18673	-0.883352949	0.018082646	social	LALB_v3.1_10640	NA	NA	NA	LALB_v3.1_10639,LALB_v3.1_10640	NA	NA	NA
LALB_chr_23	335348	336271	LALB_chr_23,Parent=peak18691	-0.741339143	0.023373274	social	LALB_v3.1_10647	NA	NA	NA	LALB_v3.1_10647	NA	NA	NA
LALB_chr_23	819010	820890	LALB_chr_23,Parent=peak18727	-0.580143162	0.027167603	social	LALB_v3.1_10682	NA	NA	NA	LALB_v3.1_10682	NA	NA	NA
LALB_chr_23	1266389	1267656	LALB_chr_23,Parent=peak18765	0.754227922	0.029721595	solitary	LALB_v3.1_10715	NA	NA	NA	LALB_v3.1_10714,LALB_v3.1_10715,LALB_v3.1_10717,LALB_v3.1_10716	NP_477444.1,NP_648816.1	COP9 signalosome subunit 4,early girl	CSN4,elgi
LALB_chr_23	1453196	1454142	LALB_chr_23,Parent=peak18771	-0.811592246	0.024451652	social	LALB_v3.1_10723	NA	NA	NA	LALB_v3.1_10723	NA	NA	NA
LALB_chr_23	1669928	1671165	LALB_chr_23,Parent=peak18781	0.948063401	0.018939019	solitary	LALB_v3.1_10738	NP_573209.1	uncharacterized protein	CG8675	LALB_v3.1_10738,LALB_v3.1_10739	NP_573209.1,NP_524377.1	uncharacterized protein,Bicoid interacting protein 1	CG8675,Bin1
LALB_chr_23	1790800	1791559	LALB_chr_23,Parent=peak18792	NA	NA	not_tested	NA	NA	NA	NA		NA	NA	NA
LALB_chr_23	2070234	2072359	LALB_chr_23,Parent=peak18815	1.678123754	0.002042446	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_23	2533063	2534411	LALB_chr_23,Parent=peak18853	0.98167678	0.02093308	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_23	2824812	2825544	LALB_chr_23,Parent=peak18873	-0.62781284	0.044287095	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_23	2965024	2966541	LALB_chr_23,Parent=peak18891	-0.591804944	0.024755292	social	LALB_v3.1_10771	NP_608668.2	uncharacterized protein	CG16995	LALB_v3.1_10771	NP_608668.2	uncharacterized protein	CG16995
LALB_chr_23	3387317	3389332	LALB_chr_23,Parent=peak18937	-0.525713768	0.029190621	social	LALB_v3.1_10777	NA	NA	NA	LALB_v3.1_10777	NA	NA	NA
LALB_chr_23	3423295	3424069	LALB_chr_23,Parent=peak18942	-1.194335269	0.00488716	social	LALB_v3.1_10778	NA	NA	NA	LALB_v3.1_10778	NA	NA	NA
LALB_chr_23	4192875	4193911	LALB_chr_23,Parent=peak19014	0.597045865	0.02475555	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	124317	125506	LALB_chr_24,Parent=peak19033	1.342725461	0.016553302	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	1200100	1201426	LALB_chr_24,Parent=peak19119	0.990011266	0.003879105	solitary	LALB_v3.1_10812	NA	NA	NA	LALB_v3.1_10812	NA	NA	NA
LALB_chr_24	1357740	1359993	LALB_chr_24,Parent=peak19135	0.671382104	0.023216907	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	1448033	1450784	LALB_chr_24,Parent=peak19147	-0.95090364	0.018931575	social	LALB_v3.1_10823	NA	NA	NA	LALB_v3.1_10823	NA	NA	NA
LALB_chr_24	1498820	1499698	LALB_chr_24,Parent=peak19150	-0.623390736	0.018328682	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	1630293	1631080	LALB_chr_24,Parent=peak19162	1.179992098	0.000320963	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	1649617	1650403	LALB_chr_24,Parent=peak19163	-0.695838374	0.035205223	social	LALB_v3.1_10825	NA	NA	NA	LALB_v3.1_10825,LALB_v3.1_10827,LALB_v3.1_10826	NA	NA	NA
LALB_chr_24	2318906	2320489	LALB_chr_24,Parent=peak19231	0.72513315	0.007135396	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	2549242	2549875	LALB_chr_24,Parent=peak19256	0.854783773	0.029466736	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	3161780	3163204	LALB_chr_24,Parent=peak19314	0.887438474	0.003045929	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_24	3708038	3709230	LALB_chr_24,Parent=peak19361	-0.543934018	0.046538858	social	LALB_v3.1_10882	NA	NA	NA	LALB_v3.1_10882	NA	NA	NA
LALB_chr_25	57718	60727	LALB_chr_25,Parent=peak19403	0.569209717	0.048111705	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	605950	607101	LALB_chr_25,Parent=peak19468	1.601493998	0.006816203	solitary	LALB_v3.1_10907	NP_726051.1	SAGA-associated factor 29kDa	Sgf29	LALB_v3.1_10907	NP_726051.1	SAGA-associated factor 29kDa	Sgf29
LALB_chr_25	612141	613095	LALB_chr_25,Parent=peak19469	0.490910479	0.037139029	solitary	LALB_v3.1_10907	NP_726051.1	SAGA-associated factor 29kDa	Sgf29	LALB_v3.1_10907	NP_726051.1	SAGA-associated factor 29kDa	Sgf29
LALB_chr_25	759611	760946	LALB_chr_25,Parent=peak19484	1.024602249	0.005157	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	938371	939827	LALB_chr_25,Parent=peak19503	-0.843287964	0.039026396	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	1304217	1305300	LALB_chr_25,Parent=peak19539	-0.561223515	0.037139029	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	1310260	1312499	LALB_chr_25,Parent=peak19541	0.740231322	0.005663504	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	1713520	1714537	LALB_chr_25,Parent=peak19572	0.861175971	0.012178964	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	2876377	2878201	LALB_chr_25,Parent=peak19651	-1.196062854	0.001060581	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	2914355	2915172	LALB_chr_25,Parent=peak19658	-0.70509654	0.006923402	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	3070051	3070918	LALB_chr_25,Parent=peak19670	0.65572904	0.035034704	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	3146978	3149285	LALB_chr_25,Parent=peak19675	1.354519908	0.003931964	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_25	3798311	3800024	LALB_chr_25,Parent=peak19752	0.628961033	0.006053661	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	482784	485047	LALB_chr_3,Parent=peak19847	0.787505254	0.01440464	solitary	LALB_v3.1_02200	NA	NA	NA	LALB_v3.1_02200	NA	NA	NA
LALB_chr_3	1040738	1041484	LALB_chr_3,Parent=peak19926	-1.232794472	0.013987145	social	LALB_v3.1_02212	NA	NA	NA	LALB_v3.1_02212	NA	NA	NA
LALB_chr_3	1659537	1660550	LALB_chr_3,Parent=peak19987	0.772268907	0.023216907	solitary	LALB_v3.1_02231	NA	NA	NA	LALB_v3.1_02233,LALB_v3.1_02232,LALB_v3.1_02231	NP_652499.2	kish	ksh
LALB_chr_3	1840391	1841074	LALB_chr_3,Parent=peak20013	-1.337846315	0.01113526	social	LALB_v3.1_02242	NA	NA	NA	LALB_v3.1_02242	NA	NA	NA
LALB_chr_3	1858453	1859768	LALB_chr_3,Parent=peak20017	1.003130394	0.002628736	solitary	LALB_v3.1_02242	NA	NA	NA	LALB_v3.1_02242	NA	NA	NA
LALB_chr_3	1959906	1960648	LALB_chr_3,Parent=peak20036	0.45056134	0.032522374	solitary	LALB_v3.1_02246	NP_995670.2	Apolipoprotein lipid transfer particle	Apoltp	LALB_v3.1_02245,LALB_v3.1_02246	NP_650941.3,NP_995670.2	TBC1 domain family member 22,Apolipoprotein lipid transfer particle	Tbc1d22,Apoltp
LALB_chr_3	2116213	2117171	LALB_chr_3,Parent=peak20051	0.835202184	0.018958042	solitary	LALB_v3.1_02257	NA	NA	NA	LALB_v3.1_02257,LALB_v3.1_02256	NP_650145.1	DDB1 and CUL4 associated factor 12	DCAF12
LALB_chr_3	2602912	2604393	LALB_chr_3,Parent=peak20086	0.716330414	0.039691393	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	3016804	3017600	LALB_chr_3,Parent=peak20109	-0.631140375	0.043980756	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	3391887	3393885	LALB_chr_3,Parent=peak20154	0.716021309	0.029190621	solitary	LALB_v3.1_02355	NP_650438.2	Set	Set	LALB_v3.1_02351,LALB_v3.1_02352,LALB_v3.1_02355,LALB_v3.1_02353,LALB_v3.1_02354	NP_650054.2,NP_650438.2	uncharacterized protein,Set	CG17726,Set
LALB_chr_3	3799798	3801230	LALB_chr_3,Parent=peak20183	1.273697903	0.003031159	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	3832535	3834056	LALB_chr_3,Parent=peak20187	0.93026063	0.024945157	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	3855656	3856584	LALB_chr_3,Parent=peak20190	1.725470977	0.000327034	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	4115371	4117008	LALB_chr_3,Parent=peak20220	1.113500335	0.006855396	solitary	LALB_v3.1_02379	NA	NA	NA	LALB_v3.1_02379	NA	NA	NA
LALB_chr_3	4267579	4268592	LALB_chr_3,Parent=peak20242	-1.131700418	0.018311262	social	LALB_v3.1_02386	NA	NA	NA	LALB_v3.1_02386	NA	NA	NA
LALB_chr_3	4269206	4270866	LALB_chr_3,Parent=peak20243	-0.632647465	0.006146887	social	LALB_v3.1_02386	NA	NA	NA	LALB_v3.1_02386	NA	NA	NA
LALB_chr_3	4474134	4475501	LALB_chr_3,Parent=peak20269	-0.719357549	0.008471871	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	4499706	4500857	LALB_chr_3,Parent=peak20271	0.519879729	0.046434586	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	4542537	4544221	LALB_chr_3,Parent=peak20276	-0.860719397	0.031460168	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	4643853	4645955	LALB_chr_3,Parent=peak20290	0.603609239	0.027068218	solitary	LALB_v3.1_02389	NA	NA	NA	LALB_v3.1_02389	NA	NA	NA
LALB_chr_3	4693386	4694133	LALB_chr_3,Parent=peak20292	1.974828672	0.009107504	solitary	LALB_v3.1_02389	NA	NA	NA	LALB_v3.1_02389	NA	NA	NA
LALB_chr_3	4699934	4700500	LALB_chr_3,Parent=peak20294	-1.046576909	0.015900134	social	LALB_v3.1_02389	NA	NA	NA	LALB_v3.1_02389	NA	NA	NA
LALB_chr_3	4977434	4978387	LALB_chr_3,Parent=peak20317	-0.672436337	0.032522374	social	LALB_v3.1_02401	NA	NA	NA	LALB_v3.1_02401,LALB_v3.1_02402	NP_649357.1	uncharacterized protein	CG14567
LALB_chr_3	5627585	5628389	LALB_chr_3,Parent=peak20369	-0.962134456	0.001021351	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	5637126	5638302	LALB_chr_3,Parent=peak20370	0.750822282	0.024876061	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	5808433	5809107	LALB_chr_3,Parent=peak20382	0.923015615	0.027757953	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	5985764	5986310	LALB_chr_3,Parent=peak20406	0.69044835	0.018285526	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	6201237	6202690	LALB_chr_3,Parent=peak20441	0.481507833	0.043229014	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	6235916	6236821	LALB_chr_3,Parent=peak20451	0.945870235	0.001074325	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	6356443	6358076	LALB_chr_3,Parent=peak20471	-0.78479467	0.001854674	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	6653833	6655659	LALB_chr_3,Parent=peak20515	-0.449471611	0.039559501	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	6677860	6678932	LALB_chr_3,Parent=peak20519	-1.065363029	0.002628736	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	6704188	6705328	LALB_chr_3,Parent=peak20524	-0.488921652	0.037623367	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	6822096	6822707	LALB_chr_3,Parent=peak20543	0.741179202	0.019081436	solitary	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	6834796	6835479	LALB_chr_3,Parent=peak20544	0.721198314	0.012648935	solitary	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	7043419	7046053	LALB_chr_3,Parent=peak20582	-0.394517398	0.024169327	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	7111649	7112406	LALB_chr_3,Parent=peak20587	-0.568072887	0.033114163	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	7218207	7220532	LALB_chr_3,Parent=peak20605	-0.907583628	0.018311262	social	LALB_v3.1_02439	NA	NA	NA	LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	7268837	7269843	LALB_chr_3,Parent=peak20616	0.944344975	0.014460026	solitary	LALB_v3.1_02440	NA	NA	NA	LALB_v3.1_02440,LALB_v3.1_02439	NA	NA	NA
LALB_chr_3	7322495	7323553	LALB_chr_3,Parent=peak20626	-0.819462034	0.044500051	social	LALB_v3.1_02442	NA	NA	NA	LALB_v3.1_02443,LALB_v3.1_02442	NA	NA	NA
LALB_chr_3	8404376	8404990	LALB_chr_3,Parent=peak20743	0.855616142	0.034334785	solitary	LALB_v3.1_02483	NA	NA	NA	LALB_v3.1_02482,LALB_v3.1_02483	NA	NA	NA
LALB_chr_3	8909211	8911854	LALB_chr_3,Parent=peak20802	1.108420149	0.006816203	solitary	LALB_v3.1_02496	NP_649284.1	uncharacterized protein, isoform A	CG10565	LALB_v3.1_02496,LALB_v3.1_02497	NP_649284.1	uncharacterized protein, isoform A	CG10565
LALB_chr_3	8920761	8921496	LALB_chr_3,Parent=peak20803	1.67565338	0.013296708	solitary	LALB_v3.1_02497,LALB_v3.1_02498	NA	NA	NA	LALB_v3.1_02497,LALB_v3.1_02498,LALB_v3.1_02501,LALB_v3.1_02499,LALB_v3.1_02500	NP_524465.1	twister	tst
LALB_chr_3	8998044	9001349	LALB_chr_3,Parent=peak20811	-0.462050584	0.018285526	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	9078113	9079281	LALB_chr_3,Parent=peak20829	-0.987712867	0.030063581	social	LALB_v3.1_02507	NA	NA	NA	LALB_v3.1_02507,LALB_v3.1_02508,LALB_v3.1_02509,LALB_v3.1_02510	NP_650916.1,NP_609451.1	uncharacterized protein, isoform A,uncharacterized protein	CG17271,CG6495
LALB_chr_3	9315853	9319298	LALB_chr_3,Parent=peak20861	0.658999898	0.001734474	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	9379527	9382235	LALB_chr_3,Parent=peak20872	0.633659304	0.012097251	solitary	LALB_v3.1_02515	NP_652614.1	HGTX, isoform A	HGTX	LALB_v3.1_02514,LALB_v3.1_02515	NP_652610.1,NP_652614.1	Spt5,HGTX, isoform A	Spt5,HGTX
LALB_chr_3	9500322	9501952	LALB_chr_3,Parent=peak20900	1.190176705	0.004627411	solitary	LALB_v3.1_02518	NA	NA	NA	LALB_v3.1_02518	NA	NA	NA
LALB_chr_3	9576283	9577055	LALB_chr_3,Parent=peak20917	-0.547702157	0.017442917	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	9604431	9605270	LALB_chr_3,Parent=peak20923	0.559760967	0.028042973	solitary	LALB_v3.1_02519	NP_524328.1	Proteasome alpha2 subunit	Prosalpha2	LALB_v3.1_02519,LALB_v3.1_02520,LALB_v3.1_02521,LALB_v3.1_02522	NP_524328.1,NP_650717.1	Proteasome alpha2 subunit,uncharacterized protein, isoform B	Prosalpha2,CG7675
LALB_chr_3	9625733	9626247	LALB_chr_3,Parent=peak20926	-0.65719922	0.040808532	social	LALB_v3.1_02524,LALB_v3.1_02525,LALB_v3.1_02527	NP_651720.3	WD repeat domain 24	Wdr24	LALB_v3.1_02523,LALB_v3.1_02524,LALB_v3.1_02525,LALB_v3.1_02527,LALB_v3.1_02528,LALB_v3.1_02526	NP_609301.2,NP_651720.3,NP_609285.1,NP_524044.1	uncharacterized protein,WD repeat domain 24,Aldehyde dehydrogenase,Transferrin 2	CG4382,Wdr24,Aldh,Tsf2
LALB_chr_3	9784206	9785124	LALB_chr_3,Parent=peak20951	-0.912083555	0.02247437	social	LALB_v3.1_02534	NA	NA	NA	LALB_v3.1_02532,LALB_v3.1_02533,LALB_v3.1_02534,LALB_v3.1_02535,LALB_v3.1_02536	NP_572948.1,NP_651468.1	uncharacterized protein,uncharacterized protein, isoform A	CG11674,CG6073
LALB_chr_3	10049750	10051514	LALB_chr_3,Parent=peak20995	-0.491675173	0.04662897	social	LALB_v3.1_02543	NP_648280.1	Dorsocross3	Doc3	LALB_v3.1_02543	NP_648280.1	Dorsocross3	Doc3
LALB_chr_3	10078046	10078867	LALB_chr_3,Parent=peak21001	-0.712899557	0.024147553	social	LALB_v3.1_02543	NP_648280.1	Dorsocross3	Doc3	LALB_v3.1_02543	NP_648280.1	Dorsocross3	Doc3
LALB_chr_3	10387723	10391870	LALB_chr_3,Parent=peak21056	0.862564948	0.001082647	solitary	LALB_v3.1_02558	NA	NA	NA	LALB_v3.1_02558,LALB_v3.1_02559	NP_788611.1	Lysine demethylase 3	Kdm3
LALB_chr_3	10544122	10546304	LALB_chr_3,Parent=peak21091	0.681636425	0.014417387	solitary	LALB_v3.1_02559	NP_788611.1	Lysine demethylase 3	Kdm3	LALB_v3.1_02559	NP_788611.1	Lysine demethylase 3	Kdm3
LALB_chr_3	10696506	10697092	LALB_chr_3,Parent=peak21128	0.785299843	0.035463427	solitary	LALB_v3.1_02559	NP_788611.1	Lysine demethylase 3	Kdm3	LALB_v3.1_02559	NP_788611.1	Lysine demethylase 3	Kdm3
LALB_chr_3	10873233	10874520	LALB_chr_3,Parent=peak21155	0.656468857	0.021490246	solitary	LALB_v3.1_02566	NP_651716.1	Kuzbanian-like	Kul	LALB_v3.1_02566	NP_651716.1	Kuzbanian-like	Kul
LALB_chr_3	11136310	11137033	LALB_chr_3,Parent=peak21194	-0.708280413	0.043639354	social	LALB_v3.1_02571	NP_651629.1	huntingtin	htt	LALB_v3.1_02570,LALB_v3.1_02569,LALB_v3.1_02572,LALB_v3.1_02571	NP_651319.2,NP_611622.2,NP_651629.1	beta-4-galactosyltransferase 7,pickpocket 9,huntingtin	beta4GalT7,ppk9,htt
LALB_chr_3	11178233	11179502	LALB_chr_3,Parent=peak21202	NA	NA	not_tested	LALB_v3.1_02576	NA	NA	NA	LALB_v3.1_02576,LALB_v3.1_02577,LALB_v3.1_02575	NP_727023.1	Sorting nexin 27	Snx27
LALB_chr_3	11498710	11500796	LALB_chr_3,Parent=peak21245	-0.446862608	0.026187158	social	LALB_v3.1_02597	NA	NA	NA	LALB_v3.1_02597	NA	NA	NA
LALB_chr_3	12202789	12204371	LALB_chr_3,Parent=peak21328	-0.537672781	0.045781866	social	LALB_v3.1_02644	NA	NA	NA	LALB_v3.1_02646,LALB_v3.1_02645,LALB_v3.1_02644	NP_650692.2	uncharacterized protein, isoform A	CG7183
LALB_chr_3	12357926	12358601	LALB_chr_3,Parent=peak21344	-0.806082349	0.039315818	social	LALB_v3.1_02662	NP_608326.1	uncharacterized protein, isoform A	CG14207	LALB_v3.1_02662	NP_608326.1	uncharacterized protein, isoform A	CG14207
LALB_chr_3	12496958	12497981	LALB_chr_3,Parent=peak21363	-0.60351352	0.041930544	social	LALB_v3.1_02664	NP_650310.2	kramer	kmr	LALB_v3.1_02664	NP_650310.2	kramer	kmr
LALB_chr_3	12665854	12667064	LALB_chr_3,Parent=peak21384	-1.119327245	0.005221599	social	LALB_v3.1_02675,LALB_v3.1_02676	NP_649810.1,NP_648206.1	pink,Cleavage and polyadenylation specific factor 6	p,Cpsf6	LALB_v3.1_02675,LALB_v3.1_02676	NP_649810.1,NP_648206.1	pink,Cleavage and polyadenylation specific factor 6	p,Cpsf6
LALB_chr_3	13033579	13035984	LALB_chr_3,Parent=peak21432	-0.453912246	0.034201681	social	LALB_v3.1_02697	NA	NA	NA	LALB_v3.1_02697	NA	NA	NA
LALB_chr_3	13154020	13154644	LALB_chr_3,Parent=peak21446	1.576717267	0.002259648	solitary	LALB_v3.1_02697	NA	NA	NA	LALB_v3.1_02697	NA	NA	NA
LALB_chr_3	13246296	13247265	LALB_chr_3,Parent=peak21459	-0.518935751	0.029150854	social	LALB_v3.1_02697	NA	NA	NA	LALB_v3.1_02697	NA	NA	NA
LALB_chr_3	13799440	13800283	LALB_chr_3,Parent=peak21509	-1.030491325	0.00034966	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	13838489	13839301	LALB_chr_3,Parent=peak21514	0.79223117	0.009132982	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	14040896	14042581	LALB_chr_3,Parent=peak21528	0.845750069	0.001060581	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	14156557	14157953	LALB_chr_3,Parent=peak21534	-1.211764932	6.86E-05	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	14446592	14447263	LALB_chr_3,Parent=peak21554	NA	NA	not_tested	LALB_v3.1_02714	NP_608827.1	Trehalose-6-phosphate synthase 1	Tps1	LALB_v3.1_02714,LALB_v3.1_02715	NP_608827.1	Trehalose-6-phosphate synthase 1	Tps1
LALB_chr_3	14770323	14771255	LALB_chr_3,Parent=peak21592	1.087337709	0.006923402	solitary	LALB_v3.1_02729	NA	NA	NA	LALB_v3.1_02729	NA	NA	NA
LALB_chr_3	15445172	15446124	LALB_chr_3,Parent=peak21657	-0.606406305	0.015043681	social	LALB_v3.1_02759	NP_649171.3	kugelei	kug	LALB_v3.1_02759	NP_649171.3	kugelei	kug
LALB_chr_3	15447830	15448865	LALB_chr_3,Parent=peak21658	0.622944101	0.046340703	solitary	LALB_v3.1_02759	NP_649171.3	kugelei	kug	LALB_v3.1_02759	NP_649171.3	kugelei	kug
LALB_chr_3	15497092	15497942	LALB_chr_3,Parent=peak21664	-0.58691382	0.034755795	social	LALB_v3.1_02759	NP_649171.3	kugelei	kug	LALB_v3.1_02759	NP_649171.3	kugelei	kug
LALB_chr_3	15547557	15548144	LALB_chr_3,Parent=peak21667	-0.807777613	0.035380973	social	LALB_v3.1_02759	NP_649171.3	kugelei	kug	LALB_v3.1_02759	NP_649171.3	kugelei	kug
LALB_chr_3	15736353	15737113	LALB_chr_3,Parent=peak21683	-0.662158575	0.043010139	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	15840493	15841040	LALB_chr_3,Parent=peak21698	0.671042362	0.045185454	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	15860229	15860726	LALB_chr_3,Parent=peak21700	0.710345502	0.045889551	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	16067423	16068774	LALB_chr_3,Parent=peak21726	0.642793958	0.024945157	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	16546903	16547639	LALB_chr_3,Parent=peak21777	-0.517166539	0.039691393	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	16707833	16708826	LALB_chr_3,Parent=peak21801	-1.29592556	0.007374884	social	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	17200366	17201211	LALB_chr_3,Parent=peak21881	1.233278454	0.000237507	solitary	NA	NA	NA	NA		NA	NA	NA
LALB_chr_3	17478180	17479344	LALB_chr_3,Parent=peak21930	0.828810975	0.017143858	solitary	LALB_v3.1_02769	NP_573384.1	N(alpha)-acetyltransferase 15/16	Naa15-16	LALB_v3.1_02769	NP_573384.1	N(alpha)-acetyltransferase 15/16	Naa15-16
